SAT Frequency 
[1] 1286
    SAT        SATF
0.2252252252    1 0.0003567606
0.2263513514    1 0.0003567606
0.2264397906    1 0.0003567606
0.2266112266    1 0.0003567606
0.2269979852    1 0.0003567606
0.2282608696    1 0.0003567606
0.2285714286    2 0.0007135212
0.2291344668    1 0.0003567606
0.2293447293    1 0.0003567606
0.2295774648    1 0.0003567606
0.2298850575    1 0.0003567606
0.2300884956    1 0.0003567606
0.2301587302    1 0.0003567606
0.2304526749    1 0.0003567606
0.2307692308    1 0.0003567606
0.2315789474    1 0.0003567606
0.2319364162    1 0.0003567606
0.2324455206    1 0.0003567606
0.2328502415    1 0.0003567606
0.2330827068    1 0.0003567606
0.2336448598    1 0.0003567606
0.2337662338    1 0.0003567606
0.2339393939    1 0.0003567606
0.2347305389    1 0.0003567606
0.2355658199    1 0.0003567606
0.2359550562    1 0.0003567606
0.2360616845    1 0.0003567606
0.2368421053    1 0.0003567606
0.2371541502    1 0.0003567606
0.2376126126    1 0.0003567606
0.237804878     3 0.0010702818
0.238410596     1 0.0003567606
0.2386075949    1 0.0003567606
0.2391304348    1 0.0003567606
0.2394839166    1 0.0003567606
0.2395833333    2 0.0007135212
0.2399565689    1 0.0003567606
0.2407749077    1 0.0003567606
0.2408088235    1 0.0003567606
0.2410383189    1 0.0003567606
0.2416666667    1 0.0003567606
0.2417400881    1 0.0003567606
0.2421052632    1 0.0003567606
0.2421875       1 0.0003567606
0.2432778489    1 0.0003567606
0.2434944238    1 0.0003567606
0.24375         1 0.0003567606
0.2439665472    6 0.0021405637
0.2444444444    1 0.0003567606
0.2445923461    1 0.0003567606
0.2451282051    1 0.0003567606
0.2455947137    1 0.0003567606
0.2457627119    1 0.0003567606
0.2459415584    4 0.0014270425
0.2469733656    1 0.0003567606
0.2479338843    1 0.0003567606
0.247957993     1 0.0003567606
0.2481927711    3 0.0010702818
0.249382716     1 0.0003567606
0.2494004796    1 0.0003567606
0.2494915254    1 0.0003567606
0.2495765104    1 0.0003567606
0.2496570645    1 0.0003567606
0.2497468782    1 0.0003567606
0.2497536946    1 0.0003567606
0.25            2 0.0007135212
0.2506393862    1 0.0003567606
0.2509838216    1 0.0003567606
0.2510129269    2 0.0007135212
0.251315257     1 0.0003567606
0.2514450867    1 0.0003567606
0.2515337423    1 0.0003567606
0.2516853933    1 0.0003567606
0.252240717     1 0.0003567606
0.2524271845    1 0.0003567606
0.2527027027    1 0.0003567606
0.253125        1 0.0003567606
0.2533495737    1 0.0003567606
0.2534246575    1 0.0003567606
0.2537587092    1 0.0003567606
0.254479356     1 0.0003567606
0.254587156     1 0.0003567606
0.2547169811    1 0.0003567606
0.2549019608    1 0.0003567606
0.255351682     1 0.0003567606
0.2554794521    2 0.0007135212
0.2557781202    1 0.0003567606
0.256496228     1 0.0003567606
0.2565445026    1 0.0003567606
0.2567890812    1 0.0003567606
0.2573705179    1 0.0003567606
0.2575488455    1 0.0003567606
0.2575757576    1 0.0003567606
0.2580645161    1 0.0003567606
0.2581699346    1 0.0003567606
0.2582288401    1 0.0003567606
0.2583333333    1 0.0003567606
0.2590559824    1 0.0003567606
0.2592592593    1 0.0003567606
0.2603603604    1 0.0003567606
0.2607952116    1 0.0003567606
0.261208577     1 0.0003567606
0.2614107884    1 0.0003567606
0.261627907     1 0.0003567606
0.2624521073    1 0.0003567606
0.2631578947    1 0.0003567606
0.2634256642    1 0.0003567606
0.2640117994    1 0.0003567606
0.2647444299    1 0.0003567606
0.2650273224    2 0.0007135212
0.2651933702    1 0.0003567606
0.2655662349    1 0.0003567606
0.2659079152    1 0.0003567606
0.2662481536    1 0.0003567606
0.2664092664    1 0.0003567606
0.2665289256    1 0.0003567606
0.2666666667    1 0.0003567606
0.2672413793    1 0.0003567606
0.2674271229    1 0.0003567606
0.2677993528    1 0.0003567606
0.2678983834    1 0.0003567606
0.2679820879    3 0.0010702818
0.2688679245    1 0.0003567606
0.2691131498    1 0.0003567606
0.2693726937    1 0.0003567606
0.2697466468    1 0.0003567606
0.2702702703    1 0.0003567606
0.2711864407    1 0.0003567606
0.2714285714    1 0.0003567606
0.2717041801    1 0.0003567606
0.2717488789    1 0.0003567606
0.2719665272    1 0.0003567606
0.2727272727    1 0.0003567606
0.2727597287    1 0.0003567606
0.2728387492    1 0.0003567606
0.2741935484    1 0.0003567606
0.2744819519    1 0.0003567606
0.2746478873    1 0.0003567606
0.2747524752    1 0.0003567606
0.2761747733    1 0.0003567606
0.2765363128    1 0.0003567606
0.2767464115    1 0.0003567606
0.2769822612    1 0.0003567606
0.2778469197    1 0.0003567606
0.2783216783    1 0.0003567606
0.278322926     1 0.0003567606
0.2783505155    1 0.0003567606
0.2797927461    1 0.0003567606
0.2799422799    1 0.0003567606
0.2803738318    1 0.0003567606
0.2809195402    1 0.0003567606
0.2809734513    1 0.0003567606
0.2816457332    7 0.0024973243
0.282306163     1 0.0003567606
0.2825112108    1 0.0003567606
0.2826594789    1 0.0003567606
0.2826855124    2 0.0007135212
0.2827442827    1 0.0003567606
0.2833333333    1 0.0003567606
0.2835408022    1 0.0003567606
0.283557047     1 0.0003567606
0.2838983051    2 0.0007135212
0.2839317545    1 0.0003567606
0.2839506173    1 0.0003567606
0.2844036697    1 0.0003567606
0.285198556     1 0.0003567606
0.2857142857    3 0.0010702818
0.2859531773    1 0.0003567606
0.286163522     3 0.0010702818
0.2863849765    1 0.0003567606
0.2866344605    1 0.0003567606
0.2866666667    1 0.0003567606
0.2869910626    6 0.0021405637
0.2872195122    1 0.0003567606
0.2877138414    1 0.0003567606
0.2879213483    1 0.0003567606
0.2882968601    1 0.0003567606
0.2887168142    1 0.0003567606
0.2890575585    1 0.0003567606
0.2893890675    1 0.0003567606
0.2901404917   16 0.0057081698
0.2906680265    1 0.0003567606
0.2915129151    1 0.0003567606
0.2916666667    1 0.0003567606
0.2919254658    1 0.0003567606
0.2921348315    1 0.0003567606
0.2924187726    1 0.0003567606
0.2934590454    1 0.0003567606
0.2938596491    1 0.0003567606
0.2943877551    1 0.0003567606
0.2944542254   11 0.0039243667
0.2952380952    1 0.0003567606
0.2953937593    1 0.0003567606
0.2954545455    1 0.0003567606
0.2956841139    1 0.0003567606
0.2961340985    3 0.0010702818
0.2961373391    1 0.0003567606
0.2967332123    1 0.0003567606
0.2967764541    1 0.0003567606
0.296812749     1 0.0003567606
0.296875        1 0.0003567606
0.2974137931    1 0.0003567606
0.2988047809    1 0.0003567606
0.2988248461    1 0.0003567606
0.2992957746    1 0.0003567606
0.2996031746    1 0.0003567606
0.3009503696    1 0.0003567606
0.3015384615    1 0.0003567606
0.3016330451    1 0.0003567606
0.3017570665    6 0.0021405637
0.3020833333    1 0.0003567606
0.3021077283    1 0.0003567606
0.302504817     1 0.0003567606
0.302508608     2 0.0007135212
0.3025830258    2 0.0007135212
0.3031167691    1 0.0003567606
0.3031609195    1 0.0003567606
0.3032967033    1 0.0003567606
0.3037974684    1 0.0003567606
0.3042164538    8 0.0028540849
0.3045685279    1 0.0003567606
0.3046357616    1 0.0003567606
0.3048763448   20 0.0071352123
0.3051391863    1 0.0003567606
0.305785124     1 0.0003567606
0.306122449     1 0.0003567606
0.30625         1 0.0003567606
0.3064516129    1 0.0003567606
0.3067484663    1 0.0003567606
0.3069686411    1 0.0003567606
0.3076923077    1 0.0003567606
0.307735426     1 0.0003567606
0.3079042535    1 0.0003567606
0.3079800499    5 0.0017838031
0.3079922027    1 0.0003567606
0.3081081081    1 0.0003567606
0.3082706767    1 0.0003567606
0.3083586982    1 0.0003567606
0.308411215     1 0.0003567606
0.3084622384    1 0.0003567606
0.3095238095    1 0.0003567606
0.3099173554    1 0.0003567606
0.3100775194    1 0.0003567606
0.3107165504    1 0.0003567606
0.3109151047    1 0.0003567606
0.311370882     1 0.0003567606
0.3115577889    1 0.0003567606
0.3116147309    1 0.0003567606
0.311827957     1 0.0003567606
0.3120879121    1 0.0003567606
0.3122605364    1 0.0003567606
0.3125          1 0.0003567606
0.3127147766    1 0.0003567606
0.3128313892    1 0.0003567606
0.3132212331    1 0.0003567606
0.3136363636    1 0.0003567606
0.313904068     1 0.0003567606
0.3139126067    1 0.0003567606
0.3141172617   12 0.0042811274
0.3142857143    1 0.0003567606
0.3143063584   10 0.0035676061
0.3143650243    3 0.0010702818
0.3145663632    1 0.0003567606
0.3145780051    1 0.0003567606
0.3146622735    1 0.0003567606
0.3151364764    1 0.0003567606
0.3152173913    1 0.0003567606
0.3153846154    1 0.0003567606
0.315625        1 0.0003567606
0.3157315732    1 0.0003567606
0.3157894737    2 0.0007135212
0.3161764706    1 0.0003567606
0.3166926677    1 0.0003567606
0.3167420814    1 0.0003567606
0.3167938931    1 0.0003567606
0.3175141243    1 0.0003567606
0.3178331735    1 0.0003567606
0.3179347826    1 0.0003567606
0.3181818182    1 0.0003567606
0.3186813187    1 0.0003567606
0.3187633262  128 0.0456653585
0.318815331     1 0.0003567606
0.319178559     1 0.0003567606
0.3192771084    1 0.0003567606
0.3203125       1 0.0003567606
0.3205128205    1 0.0003567606
0.3205741627    1 0.0003567606
0.320802005     1 0.0003567606
0.3208087419    4 0.0014270425
0.3214285714    1 0.0003567606
0.3217747949    1 0.0003567606
0.3222222222    1 0.0003567606
0.3229646697    1 0.0003567606
0.3234200743    1 0.0003567606
0.3240418118    1 0.0003567606
0.3242009132    1 0.0003567606
0.3243421053    5 0.0017838031
0.325           1 0.0003567606
0.3252513306    7 0.0024973243
0.3253275109    1 0.0003567606
0.3256302521    1 0.0003567606
0.3262135922    1 0.0003567606
0.3270905923    1 0.0003567606
0.3281907433    1 0.0003567606
0.3288659794    1 0.0003567606
0.3290086494    6 0.0021405637
0.3295194508    1 0.0003567606
0.3295774648    1 0.0003567606
0.3297073297    1 0.0003567606
0.3297991071    1 0.0003567606
0.3302325581    1 0.0003567606
0.3302752294    1 0.0003567606
0.3311529027    1 0.0003567606
0.3314828522    8 0.0028540849
0.3315363881    1 0.0003567606
0.3316633267    1 0.0003567606
0.332           1 0.0003567606
0.3320950966    1 0.0003567606
0.3322580645    1 0.0003567606
0.3323112304    1 0.0003567606
0.3328100471    1 0.0003567606
0.3333333333    2 0.0007135212
0.3347010551    1 0.0003567606
0.3348542459    2 0.0007135212
0.3350888743    1 0.0003567606
0.335235378     1 0.0003567606
0.3354643338    1 0.0003567606
0.3368660106    1 0.0003567606
0.3369565217    1 0.0003567606
0.3370748299    4 0.0014270425
0.3373243103    1 0.0003567606
0.3374485597    1 0.0003567606
0.3378519291    1 0.0003567606
0.338028169     1 0.0003567606
0.3382022472    1 0.0003567606
0.3382352941    1 0.0003567606
0.3385650224    1 0.0003567606
0.3386516502    1 0.0003567606
0.3387372014    1 0.0003567606
0.3387978142    1 0.0003567606
0.3392857143    1 0.0003567606
0.3394288062    1 0.0003567606
0.3395784543    1 0.0003567606
0.34            1 0.0003567606
0.3410852713    1 0.0003567606
0.3414634146    1 0.0003567606
0.3416645839    1 0.0003567606
0.3416666667    1 0.0003567606
0.341740227     1 0.0003567606
0.3422053232    1 0.0003567606
0.3425016372    1 0.0003567606
0.3426741393    1 0.0003567606
0.3430420712    1 0.0003567606
0.3430962343    1 0.0003567606
0.3432155074    1 0.0003567606
0.3433333333    1 0.0003567606
0.3434650456    1 0.0003567606
0.3439490446    1 0.0003567606
0.3440405748    1 0.0003567606
0.3442622951    1 0.0003567606
0.3443113772    1 0.0003567606
0.3447877563    1 0.0003567606
0.3449477352    1 0.0003567606
0.3452054795    1 0.0003567606
0.3454545455    1 0.0003567606
0.3457022076    1 0.0003567606
0.3461538462    2 0.0007135212
0.3465753425    1 0.0003567606
0.346581876     1 0.0003567606
0.3466666667    1 0.0003567606
0.3471856917    1 0.0003567606
0.347266881     1 0.0003567606
0.3473344103    1 0.0003567606
0.3479623824    1 0.0003567606
0.3480916031    1 0.0003567606
0.3482446206    1 0.0003567606
0.3482587065    1 0.0003567606
0.3487544484    1 0.0003567606
0.3493670886    1 0.0003567606
0.350140056     1 0.0003567606
0.3504385965    1 0.0003567606
0.3522522523    1 0.0003567606
0.3532781668   29 0.0103460578
0.3534031414    1 0.0003567606
0.3536977492    1 0.0003567606
0.3537735849    1 0.0003567606
0.3539325843    1 0.0003567606
0.354679803     1 0.0003567606
0.35472044      1 0.0003567606
0.35546875      1 0.0003567606
0.3555630027    1 0.0003567606
0.355912744     1 0.0003567606
0.355971897     1 0.0003567606
0.3561643836    1 0.0003567606
0.3561904762    1 0.0003567606
0.3564899452    1 0.0003567606
0.3564954683    1 0.0003567606
0.3566739606    1 0.0003567606
0.3571428571    2 0.0007135212
0.3579125291    1 0.0003567606
0.3580427776    1 0.0003567606
0.3582089552    1 0.0003567606
0.3588235294    1 0.0003567606
0.3594771242    1 0.0003567606
0.3594976452    1 0.0003567606
0.3595015576    4 0.0014270425
0.3597359736    1 0.0003567606
0.3597883598    1 0.0003567606
0.3607305936    1 0.0003567606
0.3615635179    1 0.0003567606
0.3616071429    1 0.0003567606
0.3619344774    1 0.0003567606
0.3619489559    1 0.0003567606
0.362369338     2 0.0007135212
0.3628026412    1 0.0003567606
0.362804878     1 0.0003567606
0.3631840796    1 0.0003567606
0.3634417808    3 0.0010702818
0.3636363636    5 0.0017838031
0.3644859813    1 0.0003567606
0.3646662584    1 0.0003567606
0.3653483992    1 0.0003567606
0.3656387665    2 0.0007135212
0.365764112     1 0.0003567606
0.3658326143   10 0.0035676061
0.3658536585    2 0.0007135212
0.3659793814    1 0.0003567606
0.3660714286    1 0.0003567606
0.3665158371    1 0.0003567606
0.3668639053    1 0.0003567606
0.3673951565    1 0.0003567606
0.3675675676    1 0.0003567606
0.3680465718    1 0.0003567606
0.3680981595    1 0.0003567606
0.3684210526    1 0.0003567606
0.3686440678    1 0.0003567606
0.3688760807    1 0.0003567606
0.3689956332    1 0.0003567606
0.3694349315    1 0.0003567606
0.3698630137    1 0.0003567606
0.3698788229    1 0.0003567606
0.3709483794    1 0.0003567606
0.3712156497    1 0.0003567606
0.3712528824    1 0.0003567606
0.3720670391    1 0.0003567606
0.3720930233    1 0.0003567606
0.3721286371    1 0.0003567606
0.3722721438    1 0.0003567606
0.3722897938    1 0.0003567606
0.3723404255    1 0.0003567606
0.3728813559    1 0.0003567606
0.3729903537    1 0.0003567606
0.3732517483    1 0.0003567606
0.3735632184    1 0.0003567606
0.3736263736    1 0.0003567606
0.3742177722    3 0.0010702818
0.3754200672    1 0.0003567606
0.375483871     1 0.0003567606
0.3762376238    1 0.0003567606
0.3763066202    1 0.0003567606
0.3767705382    1 0.0003567606
0.3768472906    1 0.0003567606
0.3769230769    1 0.0003567606
0.3770617568    1 0.0003567606
0.3773584906    1 0.0003567606
0.3777777778    1 0.0003567606
0.3778747026    1 0.0003567606
0.3779904306    1 0.0003567606
0.3780760626    1 0.0003567606
0.3782945736    1 0.0003567606
0.3784819455    3 0.0010702818
0.3785328676    1 0.0003567606
0.3786127168    1 0.0003567606
0.3786982249    1 0.0003567606
0.3787234043    1 0.0003567606
0.3787878788    1 0.0003567606
0.3792270531    1 0.0003567606
0.3792569659    1 0.0003567606
0.3800350263    1 0.0003567606
0.3803803804    1 0.0003567606
0.3805309735    1 0.0003567606
0.3814121907    1 0.0003567606
0.3814589666    1 0.0003567606
0.3827160494    1 0.0003567606
0.3827848101    3 0.0010702818
0.3829113924    1 0.0003567606
0.3832853026    1 0.0003567606
0.383775351     1 0.0003567606
0.3841201717    1 0.0003567606
0.3846153846    3 0.0010702818
0.3850931677    1 0.0003567606
0.3852459016    1 0.0003567606
0.3852530541    1 0.0003567606
0.3854166667    1 0.0003567606
0.385465443     1 0.0003567606
0.3856304985    1 0.0003567606
0.3857142857    1 0.0003567606
0.3863636364    1 0.0003567606
0.386388584     1 0.0003567606
0.3868312757    1 0.0003567606
0.3869047619    2 0.0007135212
0.3869801085    1 0.0003567606
0.3871527778    1 0.0003567606
0.3875471698    1 0.0003567606
0.3875802998    1 0.0003567606
0.3878437048    1 0.0003567606
0.3888888889    1 0.0003567606
0.3891891892    1 0.0003567606
0.3894878706    2 0.0007135212
0.3896064428    6 0.0021405637
0.3899143045    1 0.0003567606
0.3901170351    1 0.0003567606
0.3911290323    1 0.0003567606
0.3913043478    1 0.0003567606
0.3914373089    1 0.0003567606
0.3916083916    2 0.0007135212
0.3917525773    1 0.0003567606
0.3924528302    1 0.0003567606
0.3928571429    1 0.0003567606
0.3930131004    1 0.0003567606
0.3931240658    1 0.0003567606
0.3935264055    1 0.0003567606
0.3936246418    7 0.0024973243
0.3940520446    1 0.0003567606
0.3940817285    1 0.0003567606
0.3941048035    2 0.0007135212
0.394488189     1 0.0003567606
0.3944954128    1 0.0003567606
0.3947368421    1 0.0003567606
0.3948075201    1 0.0003567606
0.3950617284    1 0.0003567606
0.3953488372    1 0.0003567606
0.3958333333    1 0.0003567606
0.3959349593    1 0.0003567606
0.3962264151    1 0.0003567606
0.3962999026    1 0.0003567606
0.3964334705    1 0.0003567606
0.396651642     1 0.0003567606
0.3967391304    1 0.0003567606
0.3968          1 0.0003567606
0.3973509934    1 0.0003567606
0.3974358974    1 0.0003567606
0.3975032852    1 0.0003567606
0.397515528     1 0.0003567606
0.3977011494    1 0.0003567606
0.3985728848    1 0.0003567606
0.3986013986    1 0.0003567606
0.3988326848    1 0.0003567606
0.3991056456    1 0.0003567606
0.3994169096    1 0.0003567606
0.4             2 0.0007135212
0.4001264223    1 0.0003567606
0.4002774887    1 0.0003567606
0.4005508843    1 0.0003567606
0.4006622517    1 0.0003567606
0.4007220217    1 0.0003567606
0.400862069     1 0.0003567606
0.4012653374    1 0.0003567606
0.4014397304    1 0.0003567606
0.4020979021    1 0.0003567606
0.4022988506    1 0.0003567606
0.4024390244    1 0.0003567606
0.4024735893    1 0.0003567606
0.4024937656    1 0.0003567606
0.4027459954    1 0.0003567606
0.4028268551    1 0.0003567606
0.4029304029    1 0.0003567606
0.4032258065    2 0.0007135212
0.4033613445    1 0.0003567606
0.4034620506    1 0.0003567606
0.4036393714    1 0.0003567606
0.4041450777    1 0.0003567606
0.4042027194    1 0.0003567606
0.4043010753    1 0.0003567606
0.4047619048    1 0.0003567606
0.4048338369    1 0.0003567606
0.404931247     1 0.0003567606
0.4051003344    1 0.0003567606
0.4057971014    1 0.0003567606
0.405988024     1 0.0003567606
0.4061696658    1 0.0003567606
0.4065934066    1 0.0003567606
0.4066666667    1 0.0003567606
0.4069792336    1 0.0003567606
0.4072249589    1 0.0003567606
0.4077780955    1 0.0003567606
0.4082840237    1 0.0003567606
0.4088705768    1 0.0003567606
0.4094988781    1 0.0003567606
0.4097222222    1 0.0003567606
0.4103343465    1 0.0003567606
0.4104967198    1 0.0003567606
0.4108527132    1 0.0003567606
0.4112149533    1 0.0003567606
0.4113924051    1 0.0003567606
0.4116237268    1 0.0003567606
0.4118658641    1 0.0003567606
0.412244898     1 0.0003567606
0.4124087591    1 0.0003567606
0.412477396     1 0.0003567606
0.4127078385    1 0.0003567606
0.4129353234    1 0.0003567606
0.4129930394    1 0.0003567606
0.4131966688    1 0.0003567606
0.4133196018    1 0.0003567606
0.4134615385    1 0.0003567606
0.4136253041    1 0.0003567606
0.4145263409   14 0.0049946486
0.4147157191    1 0.0003567606
0.4150943396    4 0.0014270425
0.4151898734    1 0.0003567606
0.4155920281    1 0.0003567606
0.4156050955    1 0.0003567606
0.4167447673    3 0.0010702818
0.4167455061    1 0.0003567606
0.4170040486    1 0.0003567606
0.4170326223    1 0.0003567606
0.4171779141    1 0.0003567606
0.417264203     1 0.0003567606
0.4175035868    1 0.0003567606
0.4175824176    1 0.0003567606
0.4176245211    1 0.0003567606
0.4176904177    1 0.0003567606
0.4178403756    1 0.0003567606
0.4184397163    1 0.0003567606
0.4185803758    1 0.0003567606
0.4187192118    1 0.0003567606
0.4188679245    1 0.0003567606
0.4191176471    1 0.0003567606
0.4191616766    1 0.0003567606
0.4192100539    1 0.0003567606
0.4200157604    1 0.0003567606
0.4202561118    1 0.0003567606
0.4202898551    1 0.0003567606
0.4202992843    1 0.0003567606
0.4209039548    1 0.0003567606
0.4216478191    1 0.0003567606
0.4217098943    2 0.0007135212
0.421978022     1 0.0003567606
0.4225          1 0.0003567606
0.4228723404    1 0.0003567606
0.4230274994    1 0.0003567606
0.4230769231    1 0.0003567606
0.4235294118    1 0.0003567606
0.4242021277    1 0.0003567606
0.4242424242    1 0.0003567606
0.4243641232    1 0.0003567606
0.4244357213    1 0.0003567606
0.4244604317    1 0.0003567606
0.4247104247    1 0.0003567606
0.4248466258    1 0.0003567606
0.425           1 0.0003567606
0.4250386399    1 0.0003567606
0.425173439     1 0.0003567606
0.4256243214    3 0.0010702818
0.4257261411    1 0.0003567606
0.4259259259    1 0.0003567606
0.426035503     1 0.0003567606
0.4261603376    2 0.0007135212
0.4269005848    1 0.0003567606
0.4273843931    3 0.0010702818
0.4279713368    1 0.0003567606
0.4284960422    1 0.0003567606
0.4285714286    3 0.0010702818
0.4287234043    1 0.0003567606
0.4287666553    1 0.0003567606
0.4288425047    1 0.0003567606
0.4290030211    1 0.0003567606
0.4291237113    1 0.0003567606
0.4292237443    1 0.0003567606
0.4294416244    1 0.0003567606
0.4294871795    1 0.0003567606
0.4297407913    1 0.0003567606
0.4297520661    1 0.0003567606
0.4299725383    1 0.0003567606
0.4302615193    1 0.0003567606
0.4305084746    1 0.0003567606
0.4305177112    1 0.0003567606
0.4306220096    1 0.0003567606
0.4306930693    1 0.0003567606
0.4315789474    1 0.0003567606
0.4318181818    1 0.0003567606
0.4320987654    1 0.0003567606
0.432934927     1 0.0003567606
0.4331178518    1 0.0003567606
0.4335443038    1 0.0003567606
0.4342629482    1 0.0003567606
0.4343675418    1 0.0003567606
0.4346666667    1 0.0003567606
0.4347107438    1 0.0003567606
0.4347826087    1 0.0003567606
0.4350758853    1 0.0003567606
0.4351851852    1 0.0003567606
0.4355231144    1 0.0003567606
0.4358974359    1 0.0003567606
0.4359162688    1 0.0003567606
0.4361702128    1 0.0003567606
0.4363081617    3 0.0010702818
0.437037037     1 0.0003567606
0.4371415968    1 0.0003567606
0.4375          1 0.0003567606
0.4375212802    1 0.0003567606
0.4376731302    1 0.0003567606
0.4379084967    1 0.0003567606
0.4381309489    1 0.0003567606
0.438172043     1 0.0003567606
0.4385330579    1 0.0003567606
0.4392587509    1 0.0003567606
0.4393939394    1 0.0003567606
0.4394484412    1 0.0003567606
0.4394904459    1 0.0003567606
0.44            1 0.0003567606
0.4400643604    1 0.0003567606
0.4402684564    1 0.0003567606
0.4406565657    1 0.0003567606
0.4411764706    1 0.0003567606
0.441314554     1 0.0003567606
0.4413265306    1 0.0003567606
0.4414893617    1 0.0003567606
0.4415584416    1 0.0003567606
0.4418483904    1 0.0003567606
0.4418604651    1 0.0003567606
0.442086649     1 0.0003567606
0.442519685     1 0.0003567606
0.4425953234    1 0.0003567606
0.4426229508    1 0.0003567606
0.4426751592    1 0.0003567606
0.4435933148    1 0.0003567606
0.4436244362    1 0.0003567606
0.443627451     1 0.0003567606
0.4446048358    1 0.0003567606
0.4446555819    1 0.0003567606
0.4453736175    2 0.0007135212
0.4455032758    1 0.0003567606
0.4458398744    1 0.0003567606
0.4458987784    1 0.0003567606
0.4459300962    1 0.0003567606
0.4462809917    1 0.0003567606
0.4464751958    1 0.0003567606
0.4465408805    1 0.0003567606
0.4470260223    1 0.0003567606
0.4473684211    1 0.0003567606
0.4477124183    1 0.0003567606
0.4481865285    3 0.0010702818
0.4482306684    1 0.0003567606
0.4482758621    3 0.0010702818
0.4484536082    1 0.0003567606
0.449441891     1 0.0003567606
0.449754902     1 0.0003567606
0.4498480243    1 0.0003567606
0.4499266324    1 0.0003567606
0.4503311258    1 0.0003567606
0.4503816794    1 0.0003567606
0.4508571429    1 0.0003567606
0.4508710801    1 0.0003567606
0.4510019819    1 0.0003567606
0.4514637904    1 0.0003567606
0.4516708588    1 0.0003567606
0.4519740719    1 0.0003567606
0.4519774011    1 0.0003567606
0.4519883608    1 0.0003567606
0.4528593509    1 0.0003567606
0.4529411765    1 0.0003567606
0.4531177829    1 0.0003567606
0.4531548757    1 0.0003567606
0.4537671233    1 0.0003567606
0.4540816327    2 0.0007135212
0.4542682927    1 0.0003567606
0.454308094     1 0.0003567606
0.4543429844    1 0.0003567606
0.4546862897    1 0.0003567606
0.4554140127    1 0.0003567606
0.4555555556    2 0.0007135212
0.4566353187    1 0.0003567606
0.4569444444    1 0.0003567606
0.4569732938    1 0.0003567606
0.4570184984    1 0.0003567606
0.4570259209    1 0.0003567606
0.4570707071    9 0.0032108455
0.4571428571    1 0.0003567606
0.4572405929    1 0.0003567606
0.4580335731    1 0.0003567606
0.4583088667    1 0.0003567606
0.4583333333    1 0.0003567606
0.4589041096    2 0.0007135212
0.4593088071    2 0.0007135212
0.4596007605    1 0.0003567606
0.4600262123    1 0.0003567606
0.46025878      3 0.0010702818
0.4612676056    1 0.0003567606
0.4614003591    1 0.0003567606
0.4615384615    3 0.0010702818
0.4617346939    1 0.0003567606
0.461928934     1 0.0003567606
0.4620123203    1 0.0003567606
0.4620253165    1 0.0003567606
0.4620642515    2 0.0007135212
0.4621848739    1 0.0003567606
0.462391514     1 0.0003567606
0.4626865672    1 0.0003567606
0.462745098     1 0.0003567606
0.4627659574    1 0.0003567606
0.4628369181    1 0.0003567606
0.4634146341    1 0.0003567606
0.4635193133    1 0.0003567606
0.4638739431    1 0.0003567606
0.4652532391    1 0.0003567606
0.4654002714    1 0.0003567606
0.4657783162    1 0.0003567606
0.4660194175    1 0.0003567606
0.4661157025    1 0.0003567606
0.4661354582    1 0.0003567606
0.4661746617    1 0.0003567606
0.4664082687    1 0.0003567606
0.4664484452    1 0.0003567606
0.4668314009    1 0.0003567606
0.4668820679    1 0.0003567606
0.4678284182    1 0.0003567606
0.4678899083    1 0.0003567606
0.4680327869    1 0.0003567606
0.4681677019    1 0.0003567606
0.4684908789    1 0.0003567606
0.4686018957    1 0.0003567606
0.4686940966    1 0.0003567606
0.4689540003    1 0.0003567606
0.4690265487    1 0.0003567606
0.469043152     1 0.0003567606
0.4692307692    1 0.0003567606
0.4693877551    1 0.0003567606
0.4696969697    1 0.0003567606
0.470437018     1 0.0003567606
0.4705882353    1 0.0003567606
0.4706150342    1 0.0003567606
0.4715447154    1 0.0003567606
0.4716545814    1 0.0003567606
0.4717607973    1 0.0003567606
0.4722792608    1 0.0003567606
0.472972973     2 0.0007135212
0.4732142857    2 0.0007135212
0.4736057262    1 0.0003567606
0.473806752     1 0.0003567606
0.4743975904    1 0.0003567606
0.4744744745    1 0.0003567606
0.4746543779    1 0.0003567606
0.475388601     1 0.0003567606
0.4761904762    1 0.0003567606
0.4762443439    1 0.0003567606
0.4762620838    1 0.0003567606
0.4764595104    2 0.0007135212
0.476744186     1 0.0003567606
0.4771573604    1 0.0003567606
0.4772727273    1 0.0003567606
0.4773536896    1 0.0003567606
0.4775280899    1 0.0003567606
0.4776785714    1 0.0003567606
0.4777562863    1 0.0003567606
0.4779116466    1 0.0003567606
0.4779460171    1 0.0003567606
0.4782608696    2 0.0007135212
0.478569226     1 0.0003567606
0.4790343075    1 0.0003567606
0.4792960663    1 0.0003567606
0.479521109     2 0.0007135212
0.4795221843    2 0.0007135212
0.4797687861    1 0.0003567606
0.48            2 0.0007135212
0.4812967581    1 0.0003567606
0.4814814815    3 0.0010702818
0.4817193676    1 0.0003567606
0.4817927171    1 0.0003567606
0.4819494585    1 0.0003567606
0.4821428571    1 0.0003567606
0.4829325058    3 0.0010702818
0.4830132939    1 0.0003567606
0.4836065574    1 0.0003567606
0.4836138175    1 0.0003567606
0.4836488812    3 0.0010702818
0.4843537415    1 0.0003567606
0.4844444444    1 0.0003567606
0.4846796657    1 0.0003567606
0.485106383     1 0.0003567606
